"name","symbol","price","market cap"
"Bread","BRD","0.358233","31787418"
"UGAS","UGAS","0.185461","31225679"
"Synthetix Net...","SNX","0.271127","30654334"
"IoTeX","IOTX","0.008672","30350891"
"Veritaseum","VERI","13.86","29786181"
"CasinoCoin","CSC","0.000757","29381402"
"Groestlcoin","GRS","0.394391","28737603"
"Metadium","META","0.022998","28642473"
"Hyperion","HYN","0.090077","28533312"
"Skycoin","SKY","1.88","28161290"
"INO COIN","INO","1.4","28048822"
"Vertcoin","VTC","0.549265","27546604"
"Apollo Currency","APL","0.001874","27523062"
"Tierion","TNT","0.063781","27329072"
"Centrality","CENNZ","0.033788","27309803"
"Ruff","RUFF","0.026923","26398004"
"Eidoo","EDO","0.890971","26071118"
"Iconomi","ICN","0.263458","26064000"
"BHPCoin","BHP","1.57","25893899"
"Syscoin","SYS","0.046052","25664495"
"ContentBox","BOX","0.027752","25655448"
"Gnosis","GNO","22.86","25252829"
"TenX","PAY","0.220439","25216357"
"Metal","MTL","0.551308","24856166"
"Civic","CVC","0.071936","24652343"
"BTU Protocol","BTU","0.346036","24226206"
"Dragonchain","DRGN","0.100529","23968220"
"Obyte","GBYTE","33.86","23819142"
"Einsteinium","EMC2","0.107998","23623942"
"IoT Chain","ITC","0.306317","23615806"
"Mithril","MITH","0.041071","23385118"
"Cosmo Coin","COSM","0.034832","23364610"
"Cred","LBA","0.041469","22501686"
"IHT Real Esta...","IHT","0.033146","22433430"
"Particl","PART","2.77","22372439"
"ProximaX","XPX","0.003639","22188892"
"High Performa...","HPB","0.506179","22079514"
"NKN","NKN","0.062583","21903952"
"LTO Network","LTO","0.119548","21880376"
"RChain","RHOC","0.058328","21802408"
"Robotina","ROX","0.07323","21724050"
"Mainframe","MFT","0.002652","21688985"
"PLATINCOIN","PLC","30.54","21376436"
"UTRUST","UTK","0.047177","21229595"
"Achain","ACT","0.022988","21149283"
"PressOne","PRS","0.073035","20796139"
"botXcoin","BOTX","0.011948","20759827"
"AgaveCoin","AGVC","0.053132","20754255"
"SaluS","SLS","20.28","20532986"
"Aragon","ANT","0.661045","20298462"
"Nexus","NXS","0.316209","20077330"
"Crypterium","CRPT","0.237118","19911010"
"DAPS Token","DAPS","0.000377","19805223"
"BitKan","KAN","0.004864"," 19745272"
"MediBloc [ERC20]","MEDX","0.005832","19701081"
"Gifto","GTO","0.032525","19652271"
"Cindicator","CND","0.013588","19647465"
"Pirate Chain","ARRR","0.186066","19614769"
"Quantum Resis...","QRL","0.285174","19510245"
"IRISnet","IRIS","0.058737","19147866"
"Davinci Coin","DAC","0.00527","18982649"
"TTC","TTC","0.093053","18779226"
"SingularityNET","AGI","0.034669","18710161"
"Contents Prot...","CPT","0.007213","18624987"
"Ankr Network","ANKR","0.008057","18576250"
"Everipedia","IQ","0.004112","18531377"
"#MetaHash","MHC","0.014882","18432489"
"Humanscape","HUM","0.000448","18326992"
"Wixlar","WIX","0.016709","18319662"
"Blox","CDT","0.027031","18234727"
"Storm","STORM","0.002918","18191198"
"Time New Bank","TNB","0.00658","18113666"
"Telcoin","TEL","0.000483","17960566"
"Burst","BURST","0.008756","17940424"
"Litex","LXT","0.021706","17799218"
"RealTract","RET","0.001612","17735440"
"Bit-Z Token","BZ","0.162345","17619259"
"BnkToTheFuture","BFT","0.024103","17595299"
"Po.et","POE","0.005582","17537409"
"PayPie","PPP","0.205981","16993469"
"VeriBlock","VBK","0.035703","16989144"
"Raiden Networ...","RDN","0.334752","16936435"
"Moeda Loyalty...","MDA","0.853655","16756296"
"Dentacoin","DCN","5.1e-05","16680963"
"Cajutel","CAJ","12.24","16671199"
"Nucleus Vision","NCASH","0.002839","16543627"
"TOP","TOP","0.00618","16518469"
"Neblio","NEBL","1.12","16422806"
"Everex","EVX","0.725186","16389195"
"Function X","FX","0.360006","16353991"
"BOScoin","BOS","0.024395","15697685"
"Data Transact...","XD","0.080473","15490600"
"Moss Coin","MOC","0.052752","14891774"
"Gemini Dollar","GUSD","0.996565","14772953"
"APIS","APIS","0.001645","14729607"
"FOAM","FOAM","0.052389","14691141"
"Odyssey","OCN","0.002109","14685363"
"Genesis Vision","GVT","3.31","14671938"
"Request","REQ","0.020012","14606709"
"ILCoin","ILC","0.048659","14466636"
"Bitcoiin","B2G","0.277357","14425441"
"Lightning Bit...","LBTC","3.73","14393758"
"OST","OST","0.022544","14379241"
"Aergo","AERGO","0.137532","14294410"
"MovieBloc","MBL","0.004102","14199889"
"Streamr DATAcoin","DATA","0.02092","14166017"
"GoChain","GO","0.019066","14106254"
"V-ID","VIDT","0.492183","14034686"
"VITE","VITE","0.033637","13965026"
"Kin","KIN","1.8e-05","13564875"
"Everus","EVR","0.029878","13477793"
"Clams","CLAM","3.68","13476878"
"Ripio Credit ...","RCN","0.0267","13366291"
"Tael","WABI","0.23285","13281778"
"NavCoin","NAV","0.202431","13257580"
"Fetch","FET","0.162358","13239064"
"Bezant","BZNT","0.018431","13156435"
"Endor Protocol","EDR","0.017318","13124615"
"Seele","SEELE","0.018946","13088981"
"Matrix AI Net...","MAN","0.087094","13064125"
"1irstcoin","FST","2.12","12966077"
"NIX","NIX","0.29842","12905241"
"Quantstamp","QSP","0.020626","12732643"
"OAX","OAX","0.184744","12494277"
"Credits","CS","0.077091","12478712"
"PlayChip","PLA","0.000882","12351584"
"PumaPay","PMA","0.000541","12252579"
"Noah Coin","NOAH","0.000375","12243437"
"ZrCoin","ZRC","2.67","12172089"
"MediShares","MDS","0.011644","12168610"
"Aeon","AEON","0.762258","12067651"
"OneRoot Network","RNT","0.042427","12052333"
"IDEX","IDEX","0.052894","11941340"
"DxChain Token","DX","0.000282","11935580"
"SmartCash","SMART","0.008369","11832570"
"Metronome","MET","1.27","11773789"
"Darico Ecosys...","DEC","0.228276","11766225"
"Bluzelle","BLZ","0.056525","11732560"
"Wagerr","WGR","0.063628","11638917"
"STEM CELL COIN","SCC","0.036144","11589936"
"OVCODE","OVC","0.263809","11567897"
"Blackmoon","BMC","0.288731","11549224"
"S4FE","S4F","0.046869","11544773"
"Red Pulse Pho...","PHX","0.013824","11468139"
"TokenClub","TCT","0.023686","11402981"
"Vitae","VITAE","0.676308","11396551"
"SIRIN LABS Token","SRN","0.022976","11300084"
"Blocknet","BLOCK","1.91","11277851"
"DATA","DTA","0.001264","11269012"
"Incent","INCNT","0.244693","11259942"
"Namecoin","NMC","0.763393","11249668"
"Cube","AUTO","0.001658","11235233"
"bitCNY","BITCNY","0.142226","11217357"
"CWV Chain","CWV","0.003282","11162950"
"Tripio","TRIO","0.003029","11100521"
"Bitcore","BTX","0.643499","11028927"
"NativeCoin","N8V","0.518233","10988732"
"QunQun","QUN","0.017143","10982231"
"IntelliShare","INE","0.065131","10937336"
"B2BX","B2B","0.656496","10891031"
"BitCapitalVendor","BCV","0.012921","10840557"
"FLO","FLO","0.071537","10839771"
"TokenPay","TPAY","0.667525","10763188"
"Insolar","INS","0.329408","10705763"
"PRIZM","PZM","0.202462","10629850"
"DigitalNote","XDN","0.001532","10617516"
"Viacoin","VIA","0.457738","10595304"
"Pepe Cash","PEPECASH","0.015094","10594255"
"Traceability ...","TAC","0.017145","10579462"
"Aencoin","AEN","0.040189","10414578"
"Quanta Utilit...","QNTU","0.000354","10370589"
"TaaS","TAAS","1.27","10370435"
"BOX Token","BOX","0.103661","10337678"
"TEMCO","TEMCO","0.004051","10298705"
"LGO Exchange","LGO","0.07874","10288289"
"district0x","DNT","0.016999","10199272"
"EDC Blockchain","EDC","0.003762","10047097"
"Tokenomy","TEN","0.049564","9912865"
"Reserve Rights","RSR","0.002671","9886445"
"Asch","XAS","0.105239","9824599"
"AdEx","ADX","0.133444","9798869 "
"Ethos","ETHOS","0.099951","9757402"
"Envion","EVN","0.087266","9718688"
"AMO Coin","AMO","0.001076","9652647"
"Propy","PRO","0.204374","9651247"
"Zipper","ZIP","0.000594","9619944"
"Peercoin","PPC","0.377781","9617972"
"DMarket","DMT","0.187869","9606862"
"Kcash","KCASH","0.021516","9585266"
"DeepBrain Chain","DBC","0.002992","9574484"
"SmartMesh","SMT","0.007125","9551329"
"doc.com Token","MTC","0.013763","9520151"
"THEKEY","TKY","0.001847","9345064"
"Scry.info","DDD","0.020849","9174561"
"Spectrecoin","XSPEC","0.408371","9166081"
"Internet Node...","INT","0.032273","9132995"
"All Sports","SOC","0.006084","9125007"
"YOYOW","YOYOW","0.030295","9088501"
"STPT","STPT","0.06854","9083910"
"Electra","ECA","0.000315","9007191"
"Steem Dollars","SBD","0.984316","8886963"
"Content Value...","CVNT","0.020015","8855233 "
"SingularDTV","SNGLS","0.014732","8838913"
"VIBE","VIBE","0.033816","8796789"
"ETHLend","LEND","0.007789","8788553"
"Lympo","LYM","0.010588","8752758"
"OriginTrail","TRAC","0.030397","8676307"
"ParkinGo","GOT","0.640889","8637614"
"Dropil","DROP","0.000379","8606502"
"AirSwap","AST","0.057145","8571762"
"Selfkey","KEY","0.00295","8461726"
"Ubiq","UBQ","0.198507","8458184"
"LockTrip","LOC","0.564285","8437274"
"Blue Whale EX...","BWX","0.139272","8432509"
"Numeraire","NMR","6.23","8404080"
"SwftCoin","SWFTC","0.002294","8349227"
"Substratum","SUB","0.021795","8347817"
"AppCoins","APPC","0.083414","8345978"
"Aeron","ARN","0.427137","8341980"
"Agrello","DLT","0.096569","8302910"
"Stakenet","XSN","0.09721","8292611"
"Viberate","VIB","0.043721","8264355"
"Own","CHX","0.103602","8227301"
"Counterparty","XCP","3.14","8214026"
"CPChain","CPC","0.021639","8152843"
"BLOCKv","VEE","0.003056","8135087"
"Swarm","SWM","0.094472","8070342"
"BOLT","BOLT","0.014823","8062290"
"QLC Chain","QLC","0.033571","8057050"
"PCHAIN","PI","0.016284","8050639"
"Emercoin","EMC","0.182492","8048213"
"POA Network","POA","0.032756","7927630"
"XYO","XYO","0.000953","7909306"
"Monetha","MTH","0.023098","7888948"
"Hydro","HYDRO","0.001753","7852916"
"Adshares","ADS","0.225357","7796119"
"Refereum","RFR","0.002052","7789459"
"BitNewChain","BTN","0.043281","7777594"
"Game.com","GTC","0.01021","7774699"
"Sentinel Prot...","UPP","0.025432","7731217"
"Vexanium","VEX","0.012037","7678612"
"LBRY Credits","LBC","0.030862","7645682"
"Content Neutr...","CNN","0.000195","7608375"
"MediBloc [QRC20]","MED","0.00248","7357818"
"Ultiledger","ULT","0.011533","7196212"
"Abyss Token","ABYSS","0.031458","7173746"
"SONM","SNM","0.019907","7158484"
"eosDAC","EOSDAC","0.010827","7153874"
"Pandacoin","PND","0.000219","7105663"
"Edgeless","EDG","0.060183","7044254"
"ATN","ATN","0.08346","7035857"
"smARTOFGIVING","AOG","0.120681","7016953"
"Dero","DERO","0.914215","7003677"
"CommerceBlock","CBT","0.039959","6943548"
"WePower","WPR","0.011401","6930238"
"NaPoleonX","NPX","0.316767","6929192"
"Mercury","MER","0.069233","6923350"
"VNT Chain","VNT","0.003485","6898251"
"Litecoin Cash","LCC","0.010755","6834941"
"Spendcoin","SPND","0.019138","6738705"
"Boolberry","BBR","0.508722","6700590"
"SafeInsure","SINS","2.23","6695451"
"Penta","PNT","0.000318","6644926"
"Constellation","DAG","0.00507","6625399"
"Smartlands","SLT","1.29","6563199"
"MobileGo","MGO","0.065572","6557037"
"TERA","TERA","0.007754","6549768"
"OTOCASH","OTO","0.307186","6547943"
"BlockMason Cr...","BCPT","0.056353","6545926"
"FirstBlood","1ST","0.076007","6503001"
"CyberVein","CVT","0.006124","6493415"
"SALT","SALT","0.08068","6477290"
"BOMB","BOMB","6.74","6471793"
"BitBay","BAY","0.006348","6425501"
"Smartshare","SSP","0.001374","6373925"
"Invictus Hype...","IHF","0.052831","6325105"
"Polybius","PLBT","1.58","6290738"
"Loki","LOKI","0.152719","6274212"
"Genaro Network","GNX","0.025074","6256686"
"Gulden","NLG","0.01451","6239067"
"SDChain","SDA","0.004137","6204973"
"Esportbits","HLT","0.310376","6189934"
"DAOstack","GEN","0.149686","6181276"
"Dock","DOCK","0.012882","6178740"
"CoinUs","CNUS","0.018159","6174103"
"Fiii","FIII","0.012789","6169375"
"CanonChain","CZR","0.011386","6168442"
"Global Social...","GSC","0.011334","6115119"
"Universa","UTNP","0.003277","6057988"
"Safex Token","SFT","0.005802","6029549"
"Cryptaur","CPT","0.000766","6015531"
"DADI","DADI","0.080161","6000077"
"Lendingblock","LND","0.007767","5991104"
"Ocean Protocol","OCEAN","0.023108","5955341"
"Feathercoin","FTC","0.024473","5934120"
"COVA","COVA","0.002633","5922011"
"Pillar","PLR","0.022729","5894734"
"Etherparty","FUEL","0.007341","5871774"
"Jibrel Network","JNT","0.034246","5824613"
"Trade Token X","TIOX","0.067958","5816122"
"Ambrosus","AMB","0.039991","5782372"
"WhiteCoin","XWC","0.02305","5766728"
"Restart Energ...","MWAT","0.012656","5729890"
"DeepOnion","ONION","0.353649","5699809"
"Rublix","RBLX","0.272958","5672414"
"HTMLCOIN","HTML","0.000106","5642887"
"Eterbase Coin","XBASE","0.008891","5630787"
"Sphere","SPHR","0.449254","5608642"
"Lition","LIT","0.222789","5544767"
"BridgeCoin","BCO","0.203032","5481872"
"MintCoin","MINT","0.000219","5461203"
"FansTime","FTI","0.001908","5436587"
"adToken","ADT","0.006846","5435907"
"Primas","PST","0.103103","5432782"
"Nimiq","NIM","0.001311","5407181"
"MVL","MVL","0.000717","5366659"
"GameCredits","GAME","0.076832","5365637"
"Mobius","MOBI","0.010372","5342262"
"Travala.com","AVA","0.135615","5331477"
"Bottos","BTO","0.009706","5299386"
"DEX","DEX","0.027537","5274586"
"Shift","SHIFT","0.397886","5269226"
"Primecoin","XPM","0.186651","5251287"
"Pascal Coin","PASC","0.193997","5230643"
"Artfinity","AT","0.063905","5229665"
"Connect Coin","XCON","0.133056","5188770"
"HalalChain","HLC","0.013277","5165046"
"Zebi","ZCO","0.008245","5153362"
"Callisto Network","CLO","0.002884","5140396"
"Airbloc","ABL","0.01994","5032329"
"ZelCash","ZEL","0.073739","5027209"
"STACS","STACS","0.009823","4988703"
"MassGrid","MGD","0.067655","4982144"
"Measurable Da...","MDT","0.009482","4972075"
"LEOcoin","LEO","0.040821","4939717"
"Morpheus.Network","MRPH","0.154595","4917489"
"LinkEye","LET","0.008136","4881380"
"Hydro Protocol","HOT","0.006908","4849607"
"Loopring [NEO]","LRN","0.042647","4844778"
"TurtleCoin","TRTL","0.000101","4787102"
"Raven Protocol","RAVEN","0.002768","4785079"
"Neumark","NEU","0.136404","4783821"
"Origo","OGO","0.030006","4778004"
"Merculet","MVP","0.001897","4769508"
"Lunyr","LUN","2.05","4715202"
"Zen Protocol","ZP","0.244182","4685083"
"Digix Gold Token","DGX","45.33","4684850"
"Fortuna","FOTA","0.009738","4674179"
"Remme","REM","0.007066","4658510"
"StableUSD","USDS","0.996855","4643049"
"BlackCoin","BLK","0.073857","4642311"
"Caspian","CSP","0.010634","4617798"
"BaaSid","BAAS","0.0011","4598632"
"Skrumble Network","SKM","0.00452","4590364"
"Zeepin","ZPT","0.009148","4574188"
"Global Crypto...","GCC","0.003612","4551728"
"LoyalCoin","LYL","0.00085","4549453"
"Change","CAG","0.142427","4511172"
"CloakCoin","CLOAK","0.84998","4510421"
"SunContract","SNC","0.036518","4481026"
"Playgroundz","IOG","0.15632","4462170"
"Insureum","ISR","0.021232","4459610"
"Coinsuper Eco...","CEN","0.010252","4430132"
"SPINDLE","SPD","0.001388","4412856"
"Omnitude","ECOM","0.067989","4406608"
"PTON","PTON","0.000544","4398383"
"Machine Xchan...","MXC","0.005361","4285995"
"MultiVAC","MTV","0.005398","4264172"
"Melon","MLN","3.59","4255729"
"BitMart Token","BMX","0.030906","4238010"
"SwissBorg","CHSB","0.007357","4236563"
"Hxro","HXRO","0.058941","4224586"
"ZClassic","ZCL","0.609759","4223773"
"Hi Mutual Soc...","HMC","0.010433","4215803"
"FREE Coin","FREE","4.8e-07","4168537"
"Maecenas","ART","0.084616","4090992"
"Flowchain","FLC","5.93","4090860"
"Bean Cash","BITB","0.001306","4083903"
"Diamond Platf...","DPT","11.29","4079112"
"PIBBLE","PIB","0.000648","4050995"
"Grid+","GRID","0.102926","4038463"
"Ink","INK","0.00868","4026527"
"Phore","PHR","0.225046","4008449"
"BitTube","TUBE","0.027239","3987776"
"bitUSD","BITUSD","1.02","3953452"
"INMAX","INX","1.15","3950942"
"PACcoin","$PAC","0.000543","3949928"
"Opacity","OPQ","0.03187","3893745"
"Wowbit","WWB","0.014017","3893493"
"Delphy","DPY","0.065462","3868764"
"Bezop","BEZ","0.069227","3854784"
"Footballcoin","XFC","0.010264","3845664"
"Stealth","XST","0.117992","3829929"
"SpankChain","SPANK","0.012507","3752587"
"Kambria","KAT","0.003047","3749191"
"Morpheus Labs","MITX","0.018193","3740078"
"Krios","KRI","0.033063","3718167"
"ColossusXT","COLX","0.000328","3716932"
"EveryCoin ","EVY","0.000394","3694099"
"NuShares","NSR","0.001328","3689341"
"GoldCoin","GLC","0.088535","3688556"
"SINOVATE","SIN","0.005703","3666751"
"Wings","WINGS","0.038032","3665484"
"GET Protocol","GET","0.320423","3649058"
"Apex","CPX","0.007693","3583250"
"ChatCoin","CHAT","0.005168","3565635"
"Dignity","DIG","0.006798","3555670"
"Safe Haven","SHA","0.001158","3481697"
"DAO.Casino","BET","0.020684","3459749"
"SIX","SIX","0.012636","3459328"
"Hashgard","GARD","6.9e-05","3455766"
"Presearch","PRE","0.02227","3451881"
"Vanta Network","VNT","0.001215","3417133"
"Phantasma","SOUL","0.057885","3376586"
"DecentBet","DBET","0.017789","3355629"
"UNIVERSAL CASH","UCASH","0.000318","3297077"
"ProChain","PRA","0.066092","3275703"
"Divi","DIVI","0.002946","3269642"
"VINchain","VIN","0.006799","3264449"
"Observer","OBSR","0.002436","3262011"
"BitGreen","BITG","0.351557","3239589"
"ICE ROCK MINING","ROCK2","0.205299","3228170"
"Crown","CRW","0.141716","3190528"
"PlayCoin [ERC20]","PLY","0.017614","3182651"
"Ulord","UT","0.03231","3161520"
"YEE","YEE","0.002313","3157554"
"Radium","RADS","0.839668","3155586"
"OKCash","OK","0.041976","3132530"
"Polis","POLIS","0.487131","3100934"
"Chronobank","TIME","4.33","3072041"
"Eligma Token","ELI","0.021647","3048011"
"SpaceChain","SPC","0.005815","3000040"
"QChi","QCH","0.092627","2987682"
"sUSD","SUSD","0.881238","2976933"
"carVertical","CV","0.000386","2968579"
"Cloudbric","CLB","0.007077","2963106"
"VeriCoin","VRC","0.092504","2946007"
"NAGA","NGC","0.040844","2918647"
"NeoWorld Cash","NASH","0.000207","2906696"
"KickCoin","KICK","0.001928","2897713"
"PolySwarm","NCT","0.001871","2893491"
"Naka Bodhi Token","NBOT","0.048085","2885116"
"Bloom","BLT","0.053508","2870313"
"Tolar","TOL","0.011691","2867184"
"nOS","NOS","0.027475","2816217"
"FintruX Network","FTX","0.029558","2807971"
"ugChain","UGC","0.004925","2801602"
"Eden","EDN","0.00463","2777877"
"Brickblock","BBK","0.03687","2770059"
"Myriad","XMY","0.001643","2759779"
"Nexty","NTY","1.8e-05","2758231"
"Sentinel","SENT","0.001365","2729569"
"Lamden","TAU","0.019161","2725041"
"ZMINE","ZMN","0.015932","2689726"
"0Chain","ZCN","0.067038","2689307"
"Bitcoin Private","BTCP","0.569864","2683319"
"NANJCOIN","NANJ","0.000138","2676383"
"Verasity","VRA","0.00064","2667709"
"ZPER","ZPR","0.002085","2657458"
"AIDUS TOKEN","AID","0.013062","2612447"
"Haven Protocol","XHV","0.332792","2612119"
"Noku","NOKU","0.109455","2602517"
"CrypticCoin","CRYP","0.00102","2602062"
"CoinPoker","CHP","0.00804","2592127"
"Hiveterminal ...","HVN","0.006312","2589755"
"GridCoin","GRC","0.006159","2586492"
"MIR COIN","MIR","0.004159","2578619"
"DECENT","DCT","0.049888","2559572"
"YGGDRASH","YEED","0.000469","2556297"
"Olive","OLE","0.009208","2550675"
"Nasdacoin","NSD","0.125806","2533973"
"Xaurum","XAUR","0.029234","2532881"
"LUXCoin","LUX","0.430829","2531887"
"Unibright","UBT","0.017923","2526902"
"XEL","XEL","0.027502","2521291"
"Optimal Shelf...","OSA","0.001804","2507483"
"Gene Source C...","GENE","0.006693","2496869"
"MonetaryUnit","MUE","0.015292","2486670"
"Kleros","PNK","0.010989","2476558"
"AI Doctor","AIDOC","0.005546","2458530"
"FuzeX","FXT","0.002959","2440337"
"Ubex","UBEX","0.000777","2410203"
"Rapids","RPD","0.000379","2409156"
"VouchForMe","IPL","0.010526","2408357"
"Bitcoin Atom","BCA","0.130465","2403033"
"Peculium","PCL","0.001177","2397805"
"Veil","VEIL","0.115119","2391967"
"Switcheo","SWTH","0.004525","2365085"
"aXpire","AXPR","0.008279","2350363"
"Ergo","EFYT","5.91","2348269"
"DAEX","DAX","0.006593","2338170"
