"name","symbol","price","market cap"
"Cortex","CTXC","0.22015","32976743"
"Populous","PPT","0.618192","32920121"
"IHT Real Esta...","IHT","0.048453","32793674"
"Newton","NEW","0.002692","32168256"
"Gas","GAS","3.12","31622461"
"FunFair","FUN","0.004804","31459500"
"CRYPTO20","C20","0.761098","30805843"
"CyberMiles","CMT","0.038238","30590369"
"Bread","BRD","0.34361","30489911"
"Digitex Futures","DGTX","0.040277","30304806"
"Nxt","NXT","0.030324","30293930"
"LINA","LINA","0.126887","30077968"
"IoTeX","IOTX","0.008514","29798599"
"iExec RLC","RLC","0.371473","29744167"
"Synthetix Net...","SNX","0.260715","29477428"
"Metadium","META","0.02355","29330133"
"Veritaseum","VERI","13.13","28232488"
"Groestlcoin","GRS","0.382292","27856755"
"Hyperion","HYN","0.086213","27309251"
"Tierion","TNT","0.062979","26985147"
"INO COIN","INO","1.35","26930077"
"Unobtanium","UNO","133.55","26791385"
"CasinoCoin","CSC","0.000688","26747508"
"RChain","RHOC","0.070467","26339756"
"Skycoin","SKY","1.76","26339391"
"Centrality","CENNZ","0.03133","25322702"
"UGAS","UGAS","0.14851","25004328"
"Eidoo","EDO","0.845058","24727634"
"Gnosis","GNO","22.3","24629811"
"Vertcoin","VTC","0.490855","24619368"
"Metal","MTL","0.545576","24597749"
"Syscoin","SYS","0.044117","24586588"
"BHPCoin","BHP","1.48","24434807"
"MediBloc [ERC20]","MEDX","0.00717","24221475"
"TenX","PAY","0.211631","24208757"
"Apollo Currency","APL","0.001644","24148617"
"Iconomi","ICN","0.241192","23861208"
"IoT Chain","ITC","0.305871","23581446"
"Crypterium","CRPT","0.27979","23494270"
"Civic","CVC","0.068499","23474693"
"Obyte","GBYTE","32.84","23102575"
"ContentBox","BOX","0.024726","22858088"
"Mithril","MITH","0.039289","22763266"
"Dragonchain","DRGN","0.095444","22755957"
"Cosmo Coin","COSM","0.033885","22729159"
"BTU Protocol","BTU","0.3233","22634458"
"Einsteinium","EMC2","0.10114","22123961"
"Ruff","RUFF","0.022533","22093877"
"NKN","NKN","0.062892","22012318"
"Cred","LBA","0.040532","21993233"
"UTRUST","UTK","0.048479","21815736"
"botXcoin","BOTX","0.012197","21192553"
"High Performa...","HPB","0.482916","21064789"
"Particl","PART","2.6","20994500"
"LTO Network","LTO","0.114555","20966595"
"Robotina","ROX","0.070316","20859638"
"PLATINCOIN","PLC","29.55","20688384"
"Mainframe","MFT","0.002529","20683654"
"DAPS Token","DAPS","0.000389","20433280"
"PressOne","PRS","0.071183","20268889"
"Aragon","ANT","0.653947","20080483"
"Achain","ACT","0.021377","19667255"
"ProximaX","XPX","0.003202","19523378"
"Dynamic Tradi...","DTR","0.015326","19473370 "
"BitKan","KAN","0.004765","19341284"
"Nexus","NXS","0.300949","19109489"
"IRISnet","IRIS","0.058067","18931999"
"Cindicator","CND","0.013078","18911001"
"Davinci Coin","DAC","0.005235","18854706"
"AgaveCoin","AGVC","0.048118","18795871"
"Pirate Chain","ARRR","0.177568","18727932"
"SaluS","SLS","18.48","18702239"
"TTC","TTC","0.091599","18494398"
"Quantum Resis...","QRL","0.269041","18407181"
"Telcoin","TEL","0.00049","18225920"
"Everipedia","IQ","0.004014","18089418"
"Blox","CDT","0.02678","18065536"
"Humanscape","HUM","0.000441","18046275"
"Gifto","GTO","0.029729","17962557"
"Contents Prot...","CPT","0.006844","17673447"
"SingularityNET","AGI","0.032548","17565479"
"#MetaHash","MHC","0.014119","17488040"
"Bit-Z Token","BZ","0.160506","17419713"
"Ankr Network","ANKR","0.007489","17266253"
"Wixlar","WIX","0.015657","17165696"
"Nucleus Vision","NCASH","0.002943","17150034"
"Storm","STORM","0.002743","17099378"
"Po.et","POE","0.005436","17077733"
"BnkToTheFuture","BFT","0.023295","17005196"
"Cajutel","CAJ","12.35","16814302"
"RealTract","RET","0.001526","16791451"
"VeriBlock","VBK","0.03525","16778239"
"Moeda Loyalty...","MDA","0.849867","16681949"
"Litex","LXT","0.01996","16367143"
"PayPie","PPP","0.197702","16310431"
"Burst","BURST","0.007884","16153120"
"Data Transact...","XD","0.083344","16043203"
"Neblio","NEBL","1.1","16036627"
"TOP","TOP","0.00597","15958462"
"Raiden Networ...","RDN","0.314868","15930402"
"Time New Bank","TNB","0.00564","15525824"
"Everex","EVX","0.685709","15497028"
"Function X","FX","0.335023","15219093"
"VITE","VITE","0.035645","14798582"
"Moss Coin","MOC","0.052248","14749668"
"APIS","APIS","0.001642","14697411"
"Odyssey","OCN","0.002065","14375192"
"Gemini Dollar","GUSD","0.995424","14217920"
"FOAM","FOAM","0.050392","14131403"
"Aergo","AERGO","0.135892","14123861"
"ILCoin","ILC","0.047489","14118680"
"Dentacoin","DCN","4.3e-05","14094300"
"BOScoin","BOS","0.021838","14066024"
"Matrix AI Net...","MAN","0.093526","14028963"
"MovieBloc","MBL","0.00403","13949976"
"Request","REQ","0.019083","13928689"
"Streamr DATAcoin","DATA","0.020548","13913954"
"OST","OST","0.021467","13692308"
"Genesis Vision","GVT","3.07","13596723"
"Kin","KIN","1.8e-05","13566405"
"GoChain","GO","0.018245","13499559"
"Bitcoiin","B2G","0.257319","13384461"
"Bezant","BZNT","0.018135","12945394"
"1irstcoin","FST","2.1","12882215"
"Seele","SEELE","0.01833","12663531"
"Quantstamp","QSP","0.020429","12611117"
"NavCoin","NAV","0.192273","12592684"
"Lightning Bit...","LBTC","3.26","12584423"
"Tael","WABI","0.220398","12571551"
"Ripio Credit ...","RCN","0.025109","12569967"
"Everus","EVR","0.027537","12422033"
"Endor Protocol","EDR","0.016225","12296286"
"Fetch","FET","0.150558","12276870"
"PlayChip","PLA","0.000865","12124477"
"Clams","CLAM","3.27","11988969"
"Credits","CS","0.074047","11985884"
"SmartCash","SMART","0.008451","11948438"
"NIX","NIX","0.274209","11858200"
"MediShares","MDS","0.011307","11816541"
"OAX","OAX","0.173745","11750385"
"OVCODE","OVC","0.264559","11600816"
"PumaPay","PMA","0.000512","11595472 "
"V-ID","VIDT","0.436378","11592987"
"OneRoot Network","RNT","0.040676","11554980"
"DxChain Token","DX","0.000272","11478093"
"Darico Ecosys...","DEC","0.220936","11387903"
"Bluzelle","BLZ","0.05476","11366233"
"IDEX","IDEX","0.050081","11320190"
"ZrCoin","ZRC","2.47","11218896"
"B2BX","B2B","0.672335","11153798"
"Namecoin","NMC","0.755634","11135326"
"Cube","AUTO","0.001644","11134745"
"Tripio","TRIO","0.003031","11110093"
"CWV Chain","CWV","0.003264","11104784"
"Aeon","AEON","0.701156","11100328"
"Red Pulse Pho...","PHX","0.013368","11090263"
"Wagerr","WGR","0.060232","11018094"
"S4FE","S4F","0.044609","10987941"
"Blackmoon","BMC","0.274181","10967244"
"Metronome","MET","1.18","10963105"
"DATA","DTA","0.001229","10957375"
"SIRIN LABS Token","SRN","0.022215","10925844"
"Vitae","VITAE","0.64752","10914821"
"Noah Coin","NOAH","0.000333","10877621"
"TokenClub","TCT","0.022541","10851762"
"IntelliShare","INE","0.064414","10816899"
"bitCNY","BITCNY","0.142084","10748582"
"Incent","INCNT","0.230409","10602612"
"BitCapitalVendor","BCV","0.01257","10546080"
"FLO","FLO","0.069343","10507439"
"Traceability ...","TAC","0.016973","10459438"
"Blocknet","BLOCK","1.77","10452402"
"PRIZM","PZM","0.198398","10416465"
"Bitcore","BTX","0.607125","10405749"
"STEM CELL COIN","SCC","0.032421","10396197"
"Pepe Cash","PEPECASH","0.014738","10344588"
"QunQun","QUN","0.016022","10264539"
"Reserve Rights","RSR","0.002769","10248795"
"Content Value...","CVNT","0.022915","10138432"
"Insolar","INS","0.311928","10137666"
"TokenPay","TPAY","0.628671","10137073"
"TEMCO","TEMCO","0.003971","10093620"
"NativeCoin","N8V","0.468784","9941136"
"LGO Exchange","LGO","0.075615","9879933"
"TaaS","TAAS","1.21","9869735"
"Quanta Utilit...","QNTU","0.000334","9780227"
"BOX Token","BOX","0.097295","9702803"
"Viacoin","VIA","0.416569","9642379"
"DigitalNote","XDN","0.001388","9616923"
"Tokenomy","TEN","0.047838","9567691"
"district0x","DNT","0.015858","9514518"
"AMO Coin","AMO","0.001059","9498122"
"Propy","PRO","0.200076","9478278"
"Aencoin","AEN","0.036425","9439005"
"DMarket","DMT","0.184503","9434730"
"EDC Blockchain","EDC","0.003525","9413017"
"AdEx","ADX","0.12792","9393258"
"Zipper","ZIP","0.000579","9376572"
"Envion","EVN","0.084045","9360006"
"doc.com Token","MTC","0.013411","9276884"
"Ethos","ETHOS","0.094949","9269090"
"Scry.info","DDD","0.021001","9241662"
"Spectrecoin","XSPEC","0.408935","9178724"
"Kcash","KCASH","0.020413","9094096"
"DeepBrain Chain","DBC","0.002824","9037889"
"SmartMesh","SMT","0.00666","8927906"
"Asch","XAS","0.095366","8902921"
"ParkinGo","GOT","0.654503","8821109"
"Internet Node...","INT","0.031121","8806881"
"Peercoin","PPC","0.345225","8789679"
"Swarm","SWM","0.102801","8781876"
"Steem Dollars","SBD","0.973946","8781138"
"YOYOW","YOYOW","0.029159","8747680"
"THEKEY","TKY","0.001723","8716726"
"OriginTrail","TRAC","0.030458","8693509"
"Electra","ECA","0.000299","8545120"
"Lympo","LYM","0.010254","8476366"
"CommerceBlock","CBT","0.048279","8408660"
"VIBE","VIBE","0.032222"," 8382218"
"ETHLend","LEND","0.007382","8329917"
"All Sports","SOC","0.005542","8311914"
"SingularDTV","SNGLS","0.013851","8310647"
"AppCoins","APPC","0.082798","8284314"
"STPT","STPT","0.062289","8255436"
"Dropil","DROP","0.000358","8145733"
"AirSwap","AST","0.054235","8135294"
"Blue Whale EX...","BWX","0.133874","8105698"
"Agrello","DLT","0.093675","8054085"
"Numeraire","NMR","5.95","8029693"
"Counterparty","XCP","3.06","8006039"
"LockTrip","LOC","0.532554","7962828"
"Selfkey","KEY","0.002773","7953759"
"BOLT","BOLT","0.014624","7953754"
"Own","CHX","0.100044","7944752"
"PCHAIN","PI","0.016079","7943363"
"Ubiq","UBQ","0.183709","7827661"
"Aeron","ARN","0.39862","7785056"
"Viberate","VIB","0.040908","7732589"
"BLOCKv","VEE","0.002903","7728395"
"CPChain","CPC","0.020472","7713001"
"QLC Chain","QLC","0.032113","7707142"
"Substratum","SUB","0.019947","7640232"
"POA Network","POA","0.031328","7582210"
"Vexanium","VEX","0.011849","7558679"
"Refereum","RFR","0.001983","7528586"
"Stakenet","XSN","0.087665","7478941"
"SwftCoin","SWFTC","0.002054","7477682"
"Sentinel Prot...","UPP","0.02459","7475231"
"Game.com","GTC","0.00981","7470053"
"Hydro","HYDRO","0.001657","7424742"
"Monetha","MTH","0.021709","7414692"
"XYO","XYO","0.000892","7398276"
"Adshares","ADS","0.213766","7395113"
"LBRY Credits","LBC","0.029758","7373304"
"Cryptaur","CPT","0.00093","7356697"
"Content Neutr...","CNN","0.000187","7285288"
"Emercoin","EMC","0.164088","7236851"
"Ultiledger","ULT","0.011453","7146266"
"MediBloc [QRC20]","MED","0.002405","7132737"
"eosDAC","EOSDAC","0.010674","7052968"
"Abyss Token","ABYSS","0.030266","6902007"
"Edgeless","EDG","0.058592","6857961"
"WePower","WPR","0.011176","6794604"
"SONM","SNM","0.018885","6790959"
"DAOstack","GEN","0.163439","6749214"
"BitNewChain","BTN","0.037352","6712221"
"VNT Chain","VNT","0.003343","6625268"
"Mercury","MER","0.065943","6594268"
"smARTOFGIVING","AOG","0.112898","6564452"
"CyberVein","CVT","0.006175","6547813"
"NaPoleonX","NPX","0.296205","6479406"
"BOMB","BOMB","6.73","6461041"
"Smartlands","SLT","1.26","6449365"
"TERA","TERA","0.007624","6439751"
"Litecoin Cash","LCC","0.010063","6395242"
"Lendingblock","LND","0.008272","6380646"
"SALT","SALT","0.079356","6370973"
"Dero","DERO","0.827264","6338952"
"Spendcoin","SPND","0.017966","6326110"
"ATN","ATN","0.075027","6324954"
"BlockMason Cr...","BCPT","0.054297","6307035"
"Penta","PNT","0.000302","6300051"
"CoinUs","CNUS","0.018417","6261771"
"Constellation","DAG","0.004774","6239140"
"FirstBlood","1ST","0.072887","6236119"
"Gulden","NLG","0.014449","6213154"
"Ocean Protocol","OCEAN","0.02406","6200652"
"Boolberry","BBR","0.470683","6200045"
"Loki","LOKI","0.150131","6168789"
"Invictus Hype...","IHF","0.051482","6163627"
"Universa","UTNP","0.003318","6133569"
"Esportbits","HLT","0.303214","6047112"
"Polybius","PLBT","1.49","5914802"
"Genaro Network","GNX","0.02369","5911314"
"Safex Token","SFT","0.005646","5867050"
"Dock","DOCK","0.012183","5843402"
"BitBay","BAY","0.005757","5826661"
"Fiii","FIII","0.012063","5819224"
"Global Social...","GSC","0.010783","5817742"
"MobileGo","MGO","0.057151","5714953"
"CanonChain","CZR","0.010537","5708391"
"Trade Token X","TIOX","0.064744","5541060"
"DADI","DADI","0.073915","5532574"
"Jibrel Network","JNT","0.032529","5532487"
"Lition","LIT","0.220947","5499482"
"Feathercoin","FTC","0.022676","5499222"
"Etherparty","FUEL","0.006869","5494025"
"Restart Energ...","MWAT","0.012034","5448374"
"DEX","DEX","0.028378","5435680"
"OTOCASH","OTO","0.254617","5427381"
"SDChain","SDA","0.003617","5425578"
"Smartshare","SSP","0.001169","5425039"
"Bottos","BTO","0.009901","5405971"
"HTMLCOIN","HTML","0.000102","5397833"
"Ambrosus","AMB","0.037303","5393680"
"SafeInsure","SINS","1.8","5384160"
"Mobius","MOBI","0.010251","5280070"
"COVA","COVA","0.002338","5259621"
"Loopring [NEO]","LRN","0.046099","5236983"
"Shift","SHIFT","0.393107","5206256"
"adToken","ADT","0.006553","5203000"
"DeepOnion","ONION","0.322606","5199489"
"Sphere","SPHR","0.416168","5195589"
"Eterbase Coin","XBASE","0.00816","5167846"
"Artfinity","AT","0.063065","5161435"
"Rublix","RBLX","0.248274","5159449"
"Nimiq","NIM","0.001246","5139730"
"MintCoin","MINT","0.000205","5125651"
"Pillar","PLR","0.019663","5099488"
"Travala.com","AVA","0.129531","5092306"
"Skrumble Network","SKM","0.004978","5055932"
"Connect Coin","XCON","0.129534","5051412"
"LEOcoin","LEO","0.041633","5038035"
"MVL","MVL","0.000672","5029946"
"BridgeCoin","BCO","0.184506","4981649"
"Pascal Coin","PASC","0.183941","4960201"
"STACS","STACS","0.009729","4941013"
"Dimecoin","DIME","9e-06","4940699"
"Zebi","ZCO","0.007863","4914348"
"Primecoin","XPM","0.174083","4898258"
"Airbloc","ABL","0.019297","4870017"
"MassGrid","MGD","0.066112","4868763"
"Callisto Network","CLO","0.002724","4856124"
"FansTime","FTI","0.001692","4823609"
"Zeepin","ZPT","0.009605","4802401"
"Primas","PST","0.090789","4783900"
"LinkEye","LET","0.007958","4774583"
"Hxro","HXRO","0.06633","4754201"
"GameCredits","GAME","0.06797","4746749"
"ZelCash","ZEL","0.069057","4709998"
"Digix Gold Token","DGX","45.38","4689589"
"Hydro Protocol","HOT","0.006672","4684015"
"Measurable Da...","MDT","0.00892","4677492"
"FREE Coin","FREE","5.4e-07","4671834"
"HalalChain","HLC","0.012009","4671798"
"WhiteCoin","XWC","0.018672","4671473"
"Morpheus.Network","MRPH","0.146855","4671302"
"StableUSD","USDS","0.999242"," 4654169"
"ColossusXT","COLX","0.000411","4647329"
"Caspian","CSP","0.010663","4630028"
"Lunyr","LUN","2.01","4617986"
"Neumark","NEU","0.1309","4590787"
"Raven Protocol","RAVEN","0.002647","4577403"
"Origo","OGO","0.028433","4527648"
"Fortuna","FOTA","0.009375","4499854"
"TurtleCoin","TRTL","9.5e-05","4498930"
"Remme","REM","0.006817","4494359"
"MultiVAC","MTV","0.005658","4469753"
"Merculet","MVP","0.001766","4436877"
"Maecenas","ART","0.09099","4399133"
"Global Crypto...","GCC","0.00349","4397696"
"Omnitude","ECOM","0.066208","4291141"
"BaaSid","BAAS","0.001025","4286968"
"Diamond Platf...","DPT","11.8","4277694"
"Zen Protocol","ZP","0.221345","4248023"
"Change","CAG","0.133834","4239000"
"Machine Xchan...","MXC","0.005256","4201935"
"Melon","MLN","3.48","4135101"
"SunContract","SNC","0.033681","4132897"
"LoyalCoin","LYL","0.000768","4112013"
"Coinsuper Eco...","CEN","0.009506","4107579"
"Flowchain","FLC","5.94","4102283"
"Hi Mutual Soc...","HMC","0.010099","4081025"
"SPINDLE","SPD","0.001262","4012349"
"bitUSD","BITUSD","1.03","3984995"
"SwissBorg","CHSB","0.006867","3954105"
"CloakCoin","CLOAK","0.73941","3923724"
"BitMart Token","BMX","0.028482","3905651"
"Phore","PHR","0.215999","3847688"
"GET Protocol","GET","0.337621","3844913"
"Bean Cash","BITB","0.001227","3836425"
"Delphy","DPY","0.064417","3756294"
"SpankChain","SPANK","0.012439","3732123"
"PIBBLE","PIB","0.000596","3723452"
"BitTube","TUBE","0.025428","3722558"
"Dignity","DIG","0.007076","3700954"
"BlackCoin","BLK","0.058496","3676834"
"Wowbit","WWB","0.01323","3675122"
"INMAX","INX","1.08","3655652"
"Stealth","XST","0.112385","3648220"
"Ink","INK","0.007854","3643357"
"ZClassic","ZCL","0.523668","3628471"
"SINOVATE","SIN","0.005589","3593418"
"Bezop","BEZ","0.064249","3577626"
"EveryCoin ","EVY","0.00038","3562112"
"PACcoin","$PAC","0.000489","3559765"
"Insureum","ISR","0.016784","3525293"
"Morpheus Labs","MITX","0.017046","3504280"
"Apex","CPX","0.007468","3478227"
"Kambria","KAT","0.002821","3470822"
"Footballcoin","XFC","0.009252","3466398"
"GoldCoin","GLC","0.083133","3463488"
"Wings","WINGS","0.035836","3453890"
"Opacity","OPQ","0.028053","3427438"
"PlayCoin [ERC20]","PLY","0.018838","3403858"
"SIX","SIX","0.012382","3389842"
"ChatCoin","CHAT","0.004885","3370857"
"Hashgard","GARD","6.7e-05","3363707"
"Pandacoin","PND","0.000103","3352058"
"Presearch","PRE","0.021614","3350140"
"Vanta Network","VNT","0.00119","3347281 "
"PTON","PTON","0.000413","3339571"
"Radium","RADS","0.882763","3317720"
"ICE ROCK MINING","ROCK2","0.208862","3284198"
"DAEX","DAX","0.009106","3229494"
"Observer","OBSR","0.002398","3210582"
"UNIVERSAL CASH","UCASH","0.000309","3199006"
"ProChain","PRA","0.064335","3188608"
"Ulord","UT","0.032178","3149574"
"Phantasma","SOUL","0.053975","3148547"
"NuShares","NSR","0.001118","3105391"
"sUSD","SUSD","0.906595","3060222"
"VINchain","VIN","0.006356","3051547"
"nOS","NOS","0.029656","3039694"
"Safe Haven","SHA","0.001006","3024826"
"Divi","DIVI","0.002718","3016854"
"Crown","CRW","0.13295","2993352"
"DecentBet","DBET","0.015826","2985330"
"OKCash","OK","0.039762","2967318"
"BitGreen","BITG","0.321718","2965886"
"DAO.Casino","BET","0.017654","2952962"
"Ivy","IVY","0.00936","2946841"
"Eligma Token","ELI","0.020916","2944959"
"YEE","YEE","0.002145","2928629"
"SpaceChain","SPC","0.005651","2915717"
"Playgroundz","IOG","0.102086","2914049"
"Polis","POLIS","0.455478","2899438"
"carVertical","CV","0.000375","2888752"
"Chronobank","TIME","4.06","2883812"
"NAGA","NGC","0.040337","2882420"
"Peculium","PCL","0.001411","2874734"
"Naka Bodhi Token","NBOT","0.047688","2861279"
"Lamden","TAU","0.019917","2832484"
"QChi","QCH","0.08712","2810043"
"FintruX Network","FTX","0.029474","2800017"
"VeriCoin","VRC","0.087089","2773587"
"Cloudbric","CLB","0.00661","2767389"
"Myriad","XMY","0.001643","2761313"
"NANJCOIN","NANJ","0.000141","2736317"
"Tolar","TOL","0.011135","2730732"
"PolySwarm","NCT","0.001765","2729318"
"Sentinel","SENT","0.001361","2722088"
"NeoWorld Cash","NASH","0.000193","2715224"
"Eden","EDN","0.004511","2706837"
"ZPER","ZPR","0.002103","2680440"
"Brickblock","BBK","0.035671","2680013"
"KickCoin","KICK","0.001775","2668118"
"ZMINE","ZMN","0.015728","2655375"
"Ergo","EFYT","6.68","2654573"
"Bloom","BLT","0.049471","2653745"
"0Chain","ZCN","0.065979","2646838"
"Verasity","VRA","0.000631","2630804"
"LUXCoin","LUX","0.444219","2611490"
"CrypticCoin","CRYP","0.001023","2608297"
"ugChain","UGC","0.004572","2600535"
"Noku","NOKU","0.109095","2593963"
"AIDUS TOKEN","AID","0.012948","2589544"
"Nexty","NTY","1.7e-05","2580525 "
"Haven Protocol","XHV","0.325812","2557333"
"Unibright","UBT","0.017849","2516411"
"Bitcoin Private","BTCP","0.530387","2497504"
"Optimal Shelf...","OSA","0.001786","2482750"
"Hiveterminal ...","HVN","0.006034","2475741"
"Xaurum","XAUR","0.028258","2448344"
"CoinPoker","CHP","0.007483","2412574"
"AI Doctor","AIDOC","0.005442","2412491"
"MonetaryUnit","MUE","0.014742","2397609"
"Rapids","RPD","0.000376","2392611"
"DECENT","DCT","0.046357","2378382"
"XEL","XEL","0.025847","2369539"
"Switcheo","SWTH","0.004497","2350618"
"GridCoin","GRC","0.005571","2339498"
"Gene Source C...","GENE","0.006262","2336005"
"YGGDRASH","YEED","0.000429","2334496"
"Ubex","UBEX","0.000747","2316687"
"Nasdacoin","NSD","0.114579","2308301"
"Olive","OLE","0.008307","2301087"
"MIR COIN","MIR","0.003598","2231098"
"Datawallet","DXT","0.005694","2221980"
"Moneytoken","IMT","0.000236","2221381"
"Effect.AI","EFX","0.008798","2218487"
"CVCoin","CVN","0.178061","2204559"
